nombre_paciente,ciudad,nombres,apellidos,edad_paciente,genero,num_documento,telefono,correo_electronico,tipo_seguro,distrito,especialidad,prioridad,motivo,fecha_cita,hora_cita,turno_cita,estado_cita,nivel_riesgo,id_registro,pais,region,provincia,ubigeo,establecimiento_salud,tipo_establecimiento,id_paciente,genero_paciente,fecha_nacimiento,id_medico,nombre_medico,especialidad_medico,correo_medico,id_cita,codigo_cita,tipo_cita,programada_en,estado,sintoma,codigo_cie10,descripcion_cie10,canal,texto_voz,texto,intencion,codigo_ticket,ticket_confirmado,notificacion_email,notificacion_sms,num_inasistencias_previas,distancia_km,dias_para_cita,minutos_espera_estimados,puntaje_riesgo,objetivo_no_show,creado_en
Felicita Ortiz Ramos,Chanchamayo,Felicita,Ortiz Ramos,48,F,52720637,903631454,felicita.ortiz958@gmail.com,Privado,Satipo,Medicina General,alta,Dolor torácico con palpitaciones,2026-07-15,12:15,manana,pending,alto,660,Peru,Junín,Chanchamayo,120701,Hospital de Satipo,Hospital II-1,468,F,1977-12-14,4,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,660,PICHANAKI-CIT-000660,primera_vez,2026-07-15 12:15:00,pending,dolor en el pecho,J00,Resfriado común,presencial,"Buenas tardes, me puede dar una cita con la nutricionista para bajar de peso","Buenas tardes, me puede dar una cita con la nutricionista para bajar de peso",agendar_cita,PICHANAKI-TCK-325408,0,1,0,1,81.5,43,25,56.5,0,2026-05-30 00:50:46
Justina Baldeón Sinche,La Merced,Justina,Baldeón Sinche,14,F,95062950,989271308,justina.baldeon342@gmail.com,Sin seguro,Perené,Dermatología,media,Depresión en seguimiento,2026-06-03,16:00,tarde,confirmed,medio,661,Peru,Junín,Chanchamayo,120303,Puesto de Salud Villa Rica,Puesto de Salud,469,F,2012-04-24,32,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,661,PICHANAKI-CIT-000661,control,2026-06-03 16:00:00,confirmed,problemas emocionales,L20,Dermatitis atópica,web,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,agendar_cita,PICHANAKI-TCK-242640,1,1,0,1,14.8,1,46,41.4,1,2026-05-29 00:50:46
Tito Vásquez Medina,Las Palmas,Tito,Vásquez Medina,40,M,30610994,983098997,tito.vasquez871@gmail.com,Privado,Mazamari,Medicina General,media,Lumbago crónico agudizado,2026-05-30,15:45,tarde,completed,bajo,662,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,470,M,1985-07-27,21,Dr. Jorge Cárdenas Flores,Medicina General,jorge.cardenasflores@hospitalpichanaki.gob.pe,662,PICHANAKI-CIT-000662,resultados,2026-05-30 15:45:00,completed,dolor de espalda,D50,Anemia ferropénica,telefono,Quisiera saber qué doctores atienden hoy,Quisiera saber qué doctores atienden hoy,consultar_doctor,PICHANAKI-TCK-914493,0,1,0,2,76.5,0,32,78.7,0,2026-04-06 00:50:46
Félix Torres Silva,Marankiari,Félix,Torres Silva,42,M,19196824,916203736,felix.torres440@gmail.com,Sin seguro,Perené,Dermatología,media,Infección urinaria recurrente,2026-06-12,13:45,tarde,pending,bajo,663,Peru,Junín,Chanchamayo,120303,Centro de Salud Mazamari,Centro de Salud,471,M,1983-12-06,22,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,663,PICHANAKI-CIT-000663,control,2026-06-12 13:45:00,pending,problemas urinarios,L30,Dermatitis no especificada,telefono,Cómo puedo saber si mi cita ya fue aprobada,Cómo puedo saber si mi cita ya fue aprobada,consultar_cita,PICHANAKI-TCK-903036,0,1,0,1,13.6,10,35,24.0,0,2026-04-12 00:50:46
Juan Mendoza Ramos,San Cristóbal,Juan,Mendoza Ramos,57,M,75347509,949283341,juan.mendoza53@gmail.com,EsSalud,Pichanaki,Traumatología,baja,Inflamación articular en manos y muñecas,2026-07-10,08:30,manana,rescheduled,bajo,664,Peru,Junín,Chanchamayo,120304,Puesto de Salud Santo Domingo,Puesto de Salud,472,M,1969-05-20,40,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,664,PICHANAKI-CIT-000664,control,2026-07-10 08:30:00,rescheduled,dolor en articulaciones,M17,Artrosis de rodilla,telefono,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-459251,0,1,0,0,4.7,38,45,5.8,0,2026-04-29 00:50:46
Sabina Flores Aguilar,Quimiri,Sabina,Flores Aguilar,51,F,41915266,985930777,sabina.flores857@gmail.com,SIS,Río Negro,Traumatología,media,Contractura muscular en zona lumbar,2026-05-27,08:15,manana,cancelled,medio,665,Peru,Junín,Chanchamayo,120701,Puesto de Salud Alto Cahuapanas,Puesto de Salud,473,F,1975-03-30,26,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,665,PICHANAKI-CIT-000665,primera_vez,2026-05-27 08:15:00,cancelled,dolor de espalda,M54,Lumbago,voz_ia,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-946057,0,1,0,2,57.5,0,73,54.3,1,2026-05-02 00:50:46
Oscar Meléndez Campos,La Merced,Oscar,Meléndez Campos,23,M,28338178,920385113,oscar.melendez144@gmail.com,EsSalud,Pichanaki,Oftalmología,alta,Malestar general sin causa aparente,2026-07-05,15:45,tarde,pending,medio,666,Peru,Junín,Chanchamayo,120304,Puesto de Salud Santo Domingo,Puesto de Salud,413,M,2003-03-31,8,Dra. Gloria Vega Rojas,Oftalmología,gloria.vegarojas@hospitalpichanaki.gob.pe,666,PICHANAKI-CIT-000666,control,2026-07-05 15:45:00,pending,malestar general,H10,Conjuntivitis,presencial,Necesito sacar una cita para control general,Necesito sacar una cita para control general,agendar_cita,PICHANAKI-TCK-181613,0,1,0,0,3.3,33,45,10.4,1,2026-05-05 00:50:46
Elías Silva López,San Juan,Elías,Silva López,21,M,34494865,971597723,elias.silva84@gmail.com,Sin seguro,Satipo,Traumatología,alta,Traumatismo por caída en vía pública,2026-06-12,07:45,manana,rescheduled,medio,667,Peru,Junín,Chanchamayo,120701,Centro de Salud Mazamari,Centro de Salud,197,M,2005-04-22,37,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,667,PICHANAKI-CIT-000667,control,2026-06-12 07:45:00,rescheduled,herida,M54,Lumbago,whatsapp,"Quisiera programar una consulta con el ginecólogo, tengo dolor abdominal","Quisiera programar una consulta con el ginecólogo, tengo dolor abdominal",agendar_cita,PICHANAKI-TCK-713812,0,1,0,0,89.2,10,69,58.3,0,2026-05-02 00:50:46
Javier Ramos Llanos,Pichanaqui,Javier,Ramos Llanos,40,M,48718971,992612205,javier.ramos521@gmail.com,Privado,Pichanaki,Oftalmología,media,Malestar estomacal persistente,2026-05-30,07:15,manana,completed,bajo,668,Peru,Junín,Chanchamayo,120304,Microred Pichanaki,Microred,189,M,1986-03-18,34,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,668,PICHANAKI-CIT-000668,control,2026-05-30 07:15:00,completed,dolor abdominal,H10,Conjuntivitis,voz_ia,Dónde queda el laboratorio del hospital,Dónde queda el laboratorio del hospital,informacion_servicios,PICHANAKI-TCK-385322,0,1,0,0,4.5,0,37,13.7,1,2026-04-23 00:50:46
Fredy Rivera Ccoicca,Las Palmas,Fredy,Rivera Ccoicca,71,M,74395527,977478929,fredy.rivera201@gmail.com,Privado,Mazamari,Cardiología,alta,Rinitis alérgica estacional,2026-07-07,09:15,manana,rescheduled,medio,669,Peru,Junín,Chanchamayo,120702,Hospital de Pichanaki,Hospital II-1,474,M,1955-01-11,24,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,669,PICHANAKI-CIT-000669,primera_vez,2026-07-07 09:15:00,rescheduled,alergias,I48,Fibrilación auricular,presencial,Qué días atiende el ginecólogo en el hospital,Qué días atiende el ginecólogo en el hospital,consultar_doctor,PICHANAKI-TCK-171627,0,1,0,2,96.7,35,42,100.0,0,2026-04-26 00:50:46
Miguel Ramírez Pérez,San Pedro,Miguel,Ramírez Pérez,17,M,98271620,918801465,miguel.ramirez151@gmail.com,Privado,Mazamari,Dermatología,baja,Evaluación para lentes correctores,2026-07-29,15:30,tarde,rescheduled,alto,670,Peru,Junín,Chanchamayo,120702,Puesto de Salud Santo Domingo,Puesto de Salud,475,M,2008-07-21,41,Dr. César Huamán Llanos,Dermatología,cesar.huamanllanos@hospitalpichanaki.gob.pe,670,PICHANAKI-CIT-000670,resultados,2026-07-29 15:30:00,rescheduled,problemas de visión,L30,Dermatitis no especificada,web,"Por favor, necesito reservar una cita para un chequeo completo","Por favor, necesito reservar una cita para un chequeo completo",agendar_cita,PICHANAKI-TCK-901651,0,0,0,0,96.0,57,49,70.9,1,2026-06-01 00:50:46
Luis Flores Salazar,San Luis de Shuaro,Luis,Flores Salazar,62,M,82460795,915494307,luis.flores287@gmail.com,Sin seguro,Satipo,Cardiología,media,Dolor en rodillas al caminar,2026-05-15,10:15,manana,completed,medio,671,Peru,Junín,Chanchamayo,120701,Centro de Salud Mazamari,Centro de Salud,476,M,1963-07-24,43,Dra. Isabel Reyes Contreras,Cardiología,isabel.reyescontreras@hospitalpichanaki.gob.pe,671,PICHANAKI-CIT-000671,control,2026-05-15 10:15:00,completed,dolor en articulaciones,I48,Fibrilación auricular,web,"Hola, consultar el estado de mi ticket por favor","Hola, consultar el estado de mi ticket por favor",consultar_cita,PICHANAKI-TCK-148454,0,1,1,1,87.8,0,28,48.4,0,2026-04-29 00:50:46
Elsa Rojas Meléndez,Puerto Ocopa,Elsa,Rojas Meléndez,48,F,74851704,944861012,elsa.rojas537@gmail.com,Privado,Perené,Dermatología,baja,Gestante para control mensual,2026-06-04,16:30,tarde,pending,bajo,672,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,477,F,1978-06-13,3,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,672,PICHANAKI-CIT-000672,primera_vez,2026-06-04 16:30:00,pending,control prenatal,L20,Dermatitis atópica,presencial,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-889296,0,1,0,0,11.0,2,56,14.1,0,2026-04-27 00:50:46
María Ortiz Vega,Puerto Yurinaki,María,Ortiz Vega,22,F,25366945,975610850,maria.ortiz407@gmail.com,Sin seguro,Pichanaki,Dermatología,media,Control de anemia en gestante,2026-06-15,16:00,tarde,pending,bajo,673,Peru,Junín,Chanchamayo,120304,Microred Pichanaki,Microred,478,F,2003-07-05,16,Dr. César Huamán Llanos,Dermatología,cesar.huamanllanos@hospitalpichanaki.gob.pe,673,PICHANAKI-CIT-000673,primera_vez,2026-06-15 16:00:00,pending,anemia,L20,Dermatitis atópica,web,"Por favor rápido, mi bebé tiene convulsiones","Por favor rápido, mi bebé tiene convulsiones",emergencia,PICHANAKI-TCK-389768,0,1,1,0,2.0,13,42,21.4,0,2026-04-14 00:50:46
Lucía Morales Díaz,San Luis de Shuaro,Lucía,Morales Díaz,40,F,53992027,922162479,lucia.morales100@gmail.com,SIS,Perené,Medicina General,media,Evaluación de hemoglobina baja,2026-06-13,16:30,tarde,pending,medio,674,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,280,F,1985-12-27,13,Dr. Jorge Cárdenas Flores,Medicina General,jorge.cardenasflores@hospitalpichanaki.gob.pe,674,PICHANAKI-CIT-000674,control,2026-06-13 16:30:00,pending,anemia,D50,Anemia ferropénica,telefono,Necesito sacar una cita para control general,Necesito sacar una cita para control general,agendar_cita,PICHANAKI-TCK-228049,0,1,1,0,27.0,11,32,0.0,0,2026-04-15 00:50:46
Hugo López Córdova,San Miguel,Hugo,López Córdova,34,M,95199533,954593760,hugo.lopez952@gmail.com,EsSalud,Mazamari,Cardiología,baja,Fiebre alta desde hace 3 días,2026-06-14,10:30,manana,confirmed,medio,675,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,479,M,1991-09-22,37,Dr. Alberto Ramírez Chávez,Cardiología,alberto.ramirezchavez@hospitalpichanaki.gob.pe,675,PICHANAKI-CIT-000675,control,2026-06-14 10:30:00,confirmed,fiebre,I50,Insuficiencia cardíaca,telefono,"Buenas tardes, me informa los médicos disponibles para hoy por favor","Buenas tardes, me informa los médicos disponibles para hoy por favor",consultar_doctor,PICHANAKI-TCK-220904,1,1,0,0,91.0,12,70,44.4,0,2026-04-21 00:50:46
Juan Reyes Ramos,Sangani,Juan,Reyes Ramos,28,M,98054220,989746886,juan.reyes484@gmail.com,Privado,Pichanaki,Dermatología,media,Evaluación médica anual,2026-05-17,15:30,tarde,no_show,medio,676,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,480,M,1997-12-25,47,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,676,PICHANAKI-CIT-000676,primera_vez,2026-05-17 15:30:00,no_show,malestar general,L40,Psoriasis,whatsapp,Quisiera cancelar la cita de mi papá Juan Reyes Ramos porque se siente mal para viajar,Quisiera cancelar la cita de mi papá Juan Reyes Ramos porque se siente mal para viajar,cancelar_cita,PICHANAKI-TCK-860596,0,1,0,0,1.1,0,81,10.4,0,2026-05-12 00:50:46
Ricardo López Rojas,San Luis de Shuaro,Ricardo,López Rojas,8,M,55890766,947436007,ricardo.lopez150@gmail.com,SIS,Río Negro,Pediatría,alta,Quemadura de segundo grado en brazo,2026-07-15,09:45,manana,confirmed,alto,677,Peru,Junín,Chanchamayo,120701,Puesto de Salud Alto Cahuapanas,Puesto de Salud,84,M,2018-02-13,38,Dr. Manuel Torres Rojas,Pediatría,manuel.torresrojas@hospitalpichanaki.gob.pe,677,PICHANAKI-CIT-000677,primera_vez,2026-07-15 09:45:00,confirmed,herida,G40,Epilepsia,web,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-506219,1,1,1,2,51.8,43,68,76.5,1,2026-04-20 00:50:46
Juan Tapia Paredes,Quimiri,Juan,Tapia Paredes,30,M,61033013,953483559,juan.tapia977@gmail.com,EsSalud,Mazamari,Urología,media,Evaluación de glucemia,2026-07-25,11:45,manana,pending,alto,678,Peru,Junín,Chanchamayo,120702,Puesto de Salud Río Negro,Puesto de Salud,481,M,1995-06-25,3,Dr. Javier López Quispe,Urología,javier.lopezquispe@hospitalpichanaki.gob.pe,678,PICHANAKI-CIT-000678,control,2026-07-25 11:45:00,pending,diabetes,N20,Cálculo renal,web,"Por favor, necesito reservar una cita para un chequeo completo","Por favor, necesito reservar una cita para un chequeo completo",agendar_cita,PICHANAKI-TCK-565608,0,1,0,0,72.0,53,47,64.6,0,2026-05-11 00:50:46
Gloria Sánchez Yupanqui,Bajo Yurinaki,Gloria,Sánchez Yupanqui,59,F,82429146,996122670,gloria.sanchez147@gmail.com,SIS,Perené,Ginecología,media,Inflamación articular en manos y muñecas,2026-05-19,10:45,manana,completed,bajo,679,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,482,F,1966-11-21,25,Dra. Ana Rivera Paredes,Ginecología,ana.riveraparedes@hospitalpichanaki.gob.pe,679,PICHANAKI-CIT-000679,resultados,2026-05-19 10:45:00,completed,dolor en articulaciones,N97,Infertilidad femenina,telefono,"Hola, me podría agendar una cita para el dermatólogo tengo alergia en la piel","Hola, me podría agendar una cita para el dermatólogo tengo alergia en la piel",agendar_cita,PICHANAKI-TCK-134609,0,1,0,0,14.6,0,25,0.0,0,2026-04-28 00:50:46
Felicita Castro García,San Martín de Pangoa,Felicita,Castro García,21,F,94792207,977723995,felicita.castro7@gmail.com,SIS,Satipo,Traumatología,media,Hipoacusia súbita en oído izquierdo,2026-07-28,08:15,manana,pending,bajo,680,Peru,Junín,Chanchamayo,120701,Microred Pichanaki,Microred,483,F,2004-08-15,31,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,680,PICHANAKI-CIT-000680,primera_vez,2026-07-28 08:15:00,pending,dolor de oído,M17,Artrosis de rodilla,telefono,Quisiera cancelar la cita de mi papá porque se siente mal para viajar,Quisiera cancelar la cita de mi papá porque se siente mal para viajar,cancelar_cita,PICHANAKI-TCK-751618,0,0,0,0,92.3,56,85,82.8,0,2026-04-03 00:50:46
Abel Huertas Córdova,San Luis de Shuaro,Abel,Huertas Córdova,43,M,31404984,995270885,abel.huertas817@gmail.com,EsSalud,Perené,Traumatología,baja,Dolor en rodillas al caminar,2026-07-02,09:00,manana,confirmed,alto,681,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,484,M,1982-10-09,28,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,681,PICHANAKI-CIT-000681,primera_vez,2026-07-02 09:00:00,confirmed,dolor en articulaciones,M54,Lumbago,voz_ia,"Buenos días, deseo programar mi cita de control mensual","Buenos días, deseo programar mi cita de control mensual",agendar_cita,PICHANAKI-TCK-266944,1,1,0,0,12.3,30,27,3.7,1,2026-05-10 00:50:46
Dora Paredes Silva,Nueva Esperanza,Dora,Paredes Silva,31,F,54383668,914217757,dora.paredes180@gmail.com,EsSalud,San Luis de Shuaro,Medicina General,alta,Fiebre alta desde hace 3 días,2026-07-01,12:00,manana,cancelled,bajo,682,Peru,Junín,Chanchamayo,120305,Centro de Salud San Ramón,Centro de Salud,35,F,1995-04-14,9,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,682,PICHANAKI-CIT-000682,primera_vez,2026-07-01 12:00:00,cancelled,fiebre,D50,Anemia ferropénica,telefono,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-389170,0,1,1,0,31.1,29,38,23.8,0,2026-04-14 00:50:46
Hugo Quispe Córdova,Pichanaqui,Hugo,Quispe Córdova,77,M,76224539,912537000,hugo.quispe266@gmail.com,SIS,Satipo,Medicina Interna,media,Asesoría nutricional por sobrepeso,2026-06-18,07:45,manana,confirmed,medio,683,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,485,M,1948-10-05,35,Dr. Hugo García Rodríguez,Medicina Interna,hugo.garciarodriguez@hospitalpichanaki.gob.pe,683,PICHANAKI-CIT-000683,control,2026-06-18 07:45:00,confirmed,control de peso,K08,Pérdida de dientes,web,"Buenas tardes, deseo programar una cita médica para hoy si es posible","Buenas tardes, deseo programar una cita médica para hoy si es posible",agendar_cita,PICHANAKI-TCK-676411,1,1,0,1,84.6,16,13,72.6,0,2026-05-05 00:50:46
María Sánchez Rojas,Alto Pichanaqui,María,Sánchez Rojas,13,F,88522560,905626446,maria.sanchez3@gmail.com,SIS,Pichanaki,Pediatría,baja,Infección urinaria recurrente,2026-07-10,18:30,tarde,rescheduled,alto,684,Peru,Junín,Chanchamayo,120304,Puesto de Salud Santo Domingo,Puesto de Salud,426,F,2013-04-18,49,Dra. Lucía Castro Ramírez,Pediatría,lucia.castroramirez@hospitalpichanaki.gob.pe,684,PICHANAKI-CIT-000684,control,2026-07-10 18:30:00,rescheduled,problemas urinarios,N20,Cálculo renal,web,"Buenos días, quisiera agendar una cita con el médico por favor","Buenos días, quisiera agendar una cita con el médico por favor",agendar_cita,PICHANAKI-TCK-777300,0,1,1,0,3.5,38,75,37.0,0,2026-05-04 00:50:46
Luz Sinche Rodríguez,San Fernando,Luz,Sinche Rodríguez,85,F,34631436,928851165,luz.sinche559@gmail.com,SIS,Pichanaki,Endocrinología,media,Inflamación articular en manos y muñecas,2026-06-05,12:30,manana,pending,medio,685,Peru,Junín,Chanchamayo,120304,Centro de Salud Perené,Centro de Salud,486,F,1941-01-16,47,Dr. Rolando Chávez Ríos,Endocrinología,rolando.chavezrios@hospitalpichanaki.gob.pe,685,PICHANAKI-CIT-000685,control,2026-06-05 12:30:00,pending,dolor en articulaciones,E03,Hipotiroidismo,voz_ia,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-479482,0,1,0,1,1.5,3,81,31.2,0,2026-04-30 00:50:46
José Vega Flores,Puerto Bermúdez,José,Vega Flores,63,M,30825995,927891862,jose.vega401@gmail.com,SIS,Perené,Cardiología,baja,Ojo rojo con secreción y ardor,2026-07-02,16:00,tarde,confirmed,bajo,686,Peru,Junín,Chanchamayo,120303,Hospital de Satipo,Hospital II-1,332,M,1963-05-20,49,Dr. Alberto Ramírez Chávez,Cardiología,alberto.ramirezchavez@hospitalpichanaki.gob.pe,686,PICHANAKI-CIT-000686,primera_vez,2026-07-02 16:00:00,confirmed,problemas de visión,I10,Hipertensión esencial,web,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-832956,1,1,1,0,16.7,30,66,22.2,1,2026-05-08 00:50:46
Miguel Romero Chávez,Quimiri,Miguel,Romero Chávez,47,M,39638464,945077289,miguel.romero935@gmail.com,SIS,San Ramón,Odontología,baja,Dolor de muela intenso,2026-07-15,13:00,tarde,confirmed,alto,687,Peru,Junín,Chanchamayo,120301,Hospital de Pichanaki,Hospital II-1,487,M,1979-05-29,12,Dra. Maribel Cárdenas Rojas,Odontología,maribel.cardenasrojas@hospitalpichanaki.gob.pe,687,PICHANAKI-CIT-000687,control,2026-07-15 13:00:00,confirmed,problemas dentales,K08,Pérdida de dientes,telefono,"Buenas, quisiera sacar cita para el otorrino porque no escucho bien","Buenas, quisiera sacar cita para el otorrino porque no escucho bien",agendar_cita,PICHANAKI-TCK-872760,1,1,0,0,27.0,43,49,40.2,1,2026-05-18 00:50:46
Víctor Tapia Sinche,Puerto Yurinaki,Víctor,Tapia Sinche,48,M,94449992,982206983,victor.tapia99@gmail.com,SIS,San Ramón,Odontología,alta,Quemadura de segundo grado en brazo,2026-07-18,08:15,manana,confirmed,medio,688,Peru,Junín,Chanchamayo,120301,Hospital de Pichanaki,Hospital II-1,390,M,1977-09-11,44,Dra. Lidia Huertas López,Odontología,lidia.huertaslopez@hospitalpichanaki.gob.pe,688,PICHANAKI-CIT-000688,primera_vez,2026-07-18 08:15:00,confirmed,herida,K08,Pérdida de dientes,telefono,Por favor agende una cita para control de presión arterial,Por favor agende una cita para control de presión arterial,agendar_cita,PICHANAKI-TCK-522244,1,1,1,0,25.1,46,89,44.2,0,2026-04-27 00:50:46
